id,songname,tempo,total_beats,average_beats,chroma_stft_mean,chroma_stft_std,chroma_stft_var,chroma_cq_mean,chroma_cq_std,chroma_cq_var,chroma_cens_mean,chroma_cens_std,chroma_cens_var,melspectrogram_mean,melspectrogram_std,melspectrogram_var,mfcc_mean,mfcc_std,mfcc_var,mfcc_delta_mean,mfcc_delta_std,mfcc_delta_var,rmse_mean,rmse_std,rmse_var,cent_mean,cent_std,cent_var,spec_bw_mean,spec_bw_std,spec_bw_var,contrast_mean,contrast_std,contrast_var,rolloff_mean,rolloff_std,rolloff_var,poly_mean,poly_std,poly_var,tonnetz_mean,tonnetz_std,tonnetz_var,zcr_mean,zcr_std,zcr_var,harmonic_mean,harmonic_std,harmonic_var,perc_mean,perc_std,perc_var,frame_mean,frame_std,frame_var
1,Chali Chaliga_relaxed,161.4990234375,202875,1252.3148148148148,0.25459313,0.3012821,0.0907709,0.3414046,0.27136606,0.073639534,0.23601902,0.16621777,0.02762835,3.6388462,25.639214,657.36926,-3.157886,56.13517,3151.1575,0.014831202,3.788566,14.353232,0.11745608,0.054296456,0.0029481053,1886.95189807718,982.0195547110179,964362.4058348258,2171.860397837407,695.4136422913061,483600.1338848606,26.249143862919105,12.323592970744459,151.87094370858222,3924.0262719499806,2066.933909952805,4272215.788112791,1.1597207507854603,1.5374183540674735,2.3636551954235396,-0.01697895381016998,0.15769655486648324,0.02486820341675776,0.08352783958978328,0.062376346648287055,0.0038908086211872717,-8.707892e-06,0.10256451,0.010519479,-2.4811869e-05,0.054362044,0.0029552318,2.6296598639455784,1.5557347954091938,2.420310753646886
2,Chilipiga_relaxed,92.28515625,118665,1275.967741935484,0.3050791,0.30291533,0.09175769,0.31966475,0.29095063,0.08465227,0.20696808,0.20124,0.04049754,7.669006,63.13333,3985.8174,0.6887831,41.0234,1682.9192,0.0074883937,2.7873552,7.7693486,0.16010448,0.08856044,0.007842951,2415.0839906976257,853.5000745550425,728462.3772654631,2863.799466386051,404.4684220834615,163594.7044626852,25.72266551812967,12.560582365031113,157.76822934873059,6062.163342927632,1855.0399067860546,3441173.055768814,1.4749761600455793,1.8554562797218372,3.442718005959201,0.07605962875466508,0.19697716120062672,0.03880000203465768,0.08083416729150542,0.05046840412678668,0.0025470598151046586,-3.8487733e-06,0.15702324,0.024656298,-8.236914e-05,0.057298362,0.0032831023,3.029043083900227,1.4729849604119825,2.1696846935998892
3,Ee Manchullo_relaxed,92.28515625,117458,1276.7173913043478,0.3334353,0.31151673,0.09704268,0.38542512,0.30444235,0.09268514,0.22564213,0.18005268,0.032418966,10.675764,107.72174,11603.973,-3.817179,47.92496,2296.8018,0.0107221715,3.2757459,10.730511,0.18249781,0.11125246,0.012377108,2439.141640171013,1082.2881205493434,1171347.57588223,2878.059617297247,583.4200580720521,340378.96416079666,24.388810486239457,12.587282591533691,158.43968303912712,5939.405751892657,2579.156796794396,6652049.782450729,1.463159948095126,1.9282199233541604,3.718032072819924,0.03303466296296944,0.1731551160358581,0.029982694209391484,0.0787763566055534,0.07294000939150058,0.0053202449700321935,1.1361483e-05,0.1830449,0.033505436,9.300164e-05,0.080342405,0.0064549022,5.540281179138322,3.62394539643492,13.13298023634185
4,Enduko Emo_relaxed,92.28515625,114644,1273.8222222222223,0.3660972,0.32069373,0.10284446,0.45225677,0.27476183,0.075494066,0.24327546,0.15540394,0.024150386,12.405324,107.95066,11653.345,-0.19593003,51.873955,2690.9072,0.010689473,4.413109,19.47553,0.20557638,0.10799304,0.011662496,1933.5381939136603,1149.6457269512748,1321685.2974973249,2364.0025026885673,860.6176527984277,740662.7443082749,24.882192789875628,12.571673513679658,158.04697493455464,4413.539978594234,2817.9410098716144,7940791.535116253,1.8652482311371783,2.521438841579672,6.357653831826639,0.0345630081550725,0.13448201661116524,0.018085412791805724,0.06620991709800697,0.058498636236376175,0.0034220904415158634,-0.00014599638,0.16318634,0.026629783,0.00029442288,0.1236647,0.015292958,10.18078911564626,4.071786225212012,16.579443063826286
5,Nandalaala_relaxed,89.10290948275862,105687,1243.3764705882354,0.21224374,0.29609075,0.08766974,0.4027615,0.2678595,0.07174871,0.24479568,0.15299805,0.023408404,11.2916,72.25347,5220.5645,-0.9335946,45.024162,2027.1753,0.012758364,3.5361724,12.504515,0.20703328,0.08306911,0.006900477,1820.271561868922,749.7779707551025,562167.0054296394,2191.185502571718,534.6406510680848,285840.6257745056,25.967591645249627,12.304535315810083,151.40158933801754,3754.656462772712,1895.7980537967817,3594050.260779665,2.079128598256973,2.520734160743721,6.3541007091403525,-0.03199809973611035,0.14191964600056733,0.02014118592092635,0.07283138121613777,0.039694985431980245,0.0015756918684451237,-4.2144027e-05,0.1900437,0.03611661,-0.00042873746,0.078003064,0.006084478,3.291428571428572,1.961665346867009,3.848130933098863
6,Nee Choopule_relaxed,184.5703125,232283,1283.3314917127072,0.3390254,0.3057401,0.093476996,0.37054238,0.25788525,0.0665048,0.22370194,0.1824576,0.033290774,13.119638,85.2751,7271.843,6.2812476,44.394733,1970.8922,0.011136166,2.3858025,5.6920533,0.22715859,0.07756245,0.006015934,1545.5336683015362,656.6103712203189,431137.17959408497,2132.3256745268905,412.41083529950646,170082.69707243663,25.195001406885083,12.248335343983706,150.02171869868044,3213.2264033928745,1520.9659447117472,2313337.404972898,2.093674298496932,2.3782134477019885,5.655899202830578,-0.009760235357819072,0.1109166395030835,0.012302500918656983,0.06273658209171827,0.04547996962367899,0.002068427636970764,-7.5414e-06,0.18911785,0.035765562,-0.00046538722,0.078593,0.00617686,2.0897959183673467,1.1405938586991013,1.3009543505021057
7,Rooba Rooba_relaxed,103.359375,128666,1261.4313725490197,0.3634809,0.31614622,0.09994844,0.4428056,0.2930622,0.085885465,0.24411844,0.15407634,0.023739519,9.043324,89.84665,8072.4204,-1.2536798,47.877434,2292.2485,0.015890626,2.9476614,8.688707,0.16743559,0.10819425,0.011705995,2071.8885764109377,842.9547779329765,710572.7576400337,2331.008043432155,833.1565244539013,694149.7942401043,25.040074612843345,11.852558748876852,140.48314889557722,4822.691671176592,2245.1716565193906,5040795.767238025,1.5055846885422144,2.0819129410327903,4.334361494039803,0.048084307794372956,0.1296459855438596,0.016808081567638647,0.0813955773510062,0.04922049599685872,0.002422657226176785,4.667217e-06,0.15306155,0.023427838,2.2156766e-05,0.088465795,0.007826197,4.958621315192744,2.5632713442484483,6.570359984245246
8,Sirivennela_relaxed,112.34714673913044,139342,1266.7454545454545,0.28796488,0.30969736,0.09591245,0.34621432,0.28274858,0.079946764,0.2251284,0.1806946,0.032650538,8.160849,57.08741,3258.9724,-1.6851782,55.410732,3070.349,0.012637031,2.6831024,7.1990385,0.17621747,0.05922651,0.0035077794,1323.0124639106723,609.2727282997396,371213.25744980836,2116.6209281062434,456.343747274141,208249.61567620505,25.559197175468555,12.282020112000273,150.8480180315792,2525.6263945493906,1749.5766202555137,3061018.350144706,1.5222586284984068,1.7809786466404374,3.1718849397892037,0.004094677627258477,0.1623815501826308,0.026367767839714253,0.039957997230553405,0.03427591225113614,0.0011748381606475845,-1.5109878e-06,0.15721262,0.024715807,-5.875178e-06,0.06382436,0.004073549,2.4102312925170066,1.4597874137277684,2.130979293278007
9,Sutiga Choodaku_relaxed,129.19921875,164610,1276.046511627907,0.30897954,0.3129959,0.09796645,0.35891417,0.28325015,0.08023065,0.22081442,0.18594171,0.034574322,7.97281,66.38498,4406.966,-2.4183633,39.330616,1546.8973,0.008618613,2.6211925,6.87065,0.16986385,0.078360096,0.0061403047,2491.7620283275446,955.7719915122509,913500.0997592942,2755.572945012295,472.90351756458796,223637.73692496057,25.207534610179607,12.940391881886319,167.45374205678934,5905.368457711518,2042.8607145828494,4173279.89918595,1.617694532757213,1.9192744716743217,3.683614497620747,0.03584505087300131,0.15335841929400681,0.023518804768356404,0.09465702399380804,0.08286511790080284,0.0068666277647139555,1.7845172e-06,0.1584786,0.02511547,6.4413485e-05,0.06449909,0.0041601323,17.266358276643988,5.464521197722853,29.8609919203624
10,Yenno Yenno_relaxed,99.38401442307692,121232,1478.439024390244,0.2900344,0.31213316,0.09742711,0.39567885,0.29829115,0.088977605,0.2392922,0.16147007,0.026072582,5.42036,46.497215,2161.991,-5.179987,51.506454,2652.9148,0.01119274,3.848691,14.812423,0.13312694,0.077194944,0.0059590596,2579.0424670991897,1070.4771362354368,1145921.299202822,2933.36101510869,584.2695390879255,341370.89430601697,25.09581569567175,11.961625534758753,143.0804854337926,6309.324348378846,2311.291463475984,5342068.229136956,1.1686436014018768,1.6394103142883643,2.687666178595073,-0.008093546581623538,0.15093024012188017,0.02277993738324841,0.08822376735439241,0.07903842830431035,0.006247073148815607,-2.21693e-06,0.12220823,0.014934852,-2.158855e-05,0.07188569,0.0051675523,11.479945578231293,2.725694332924443,7.4294095965364235
